Species Name,"Organism
Type",Synonyms,Common Names,Broad Habitat,Exotic in,Invasive in,Main Reference
Pterygoplichthys pardalis,Vertebrate - Fish,,,,Puerto Rico;,Puerto Rico;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Pterygoplichthys spp.,Vertebrate - Fish,,,,Puerto Rico;Guatemala;Costa Rica;,Puerto Rico;Guatemala;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Pterygoplichthys spp.,Vertebrate - Fish,,,,Puerto Rico;Guatemala;Costa Rica;,Puerto Rico;Guatemala;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Ptychosperma elegans,Plant - Tree,,Solitaire palm;,Terrestrial,Bermuda;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Ptychosperma elegans,Plant - Tree,,Solitaire palm;,Terrestrial,Bermuda;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Ptychosperma macarthurii,Plant - Tree,,Macarthur palm (Barbados),Terrestrial,Barbados;,Barbados;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Ptychosperma macarthurii,Plant - Tree,,Macarthur palm (Barbados),Terrestrial,Barbados;,Barbados;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Puccinia psidii,Fungus,,Guava Rust (ISC),,Dominican Republic;Puerto Rico;Trinidad-Tobago;Cuba;Jamaica;,Jamaica;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Puccinia psidii,Fungus,,Guava Rust (ISC),,Dominican Republic;Puerto Rico;Trinidad-Tobago;Cuba;Jamaica;,Jamaica;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Pullosquilla litoralis,"Invertebrate -
crustacean",,Mantis shrimp,Marine,Florida;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Pullosquilla litoralis,"Invertebrate -
crustacean",,Mantis shrimp,Marine,Florida;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Pulvinaria sp.,"Invertebrate -
Insect",,scale,Terrestrial,Bahamas Islands;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Pulvinaria sp.,"Invertebrate -
Insect",,scale,Terrestrial,Bahamas Islands;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Pyroderces rileyi,"Invertebrate -
Insect",,Pink scavenger caterpillar;,Terrestrial,Dominican Republic;,Dominican Republic;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Pyroderces rileyi,"Invertebrate -
Insect",,Pink scavenger caterpillar;,Terrestrial,Dominican Republic;,Dominican Republic;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Python molurus bivittatus,Vertebrate - Reptile,,Burmese phyton (ISC),,Puerto Rico;,,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Python molurus bivittatus,Vertebrate - Reptile,,Burmese phyton (ISC),,Puerto Rico;,,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Radianthus sp.,"Invertebrate - Sea
Anemone",,Sea anemone;,Marine,Bahamas Islands;,Bahamas Islands;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Radianthus sp.,"Invertebrate - Sea
Anemone",,Sea anemone;,Marine,Bahamas Islands;,Bahamas Islands;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Ramphotyphlops braminus,Vertebrate - Reptile,,,,Anguilla;Cayman Islands;Aruba;St. Martin (France);,,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Ramphotyphlops braminus,Vertebrate - Reptile,,,,Anguilla;Cayman Islands;Aruba;St. Martin (France);,,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Rana catesbeiana,"Vertebrate -
Amphibian",,Rana toro (DR);North American bullfrog;,Freshwater,Dominican Republic;Haiti;Puerto Rico;Cuba;Jamaica;Venezuela;Colombia;,Dominican Republic;Cuba;Jamaica;Puerto Rico;Haiti;Venezuela;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rana catesbeiana,"Vertebrate -
Amphibian",,Rana toro (DR);North American bullfrog;,Freshwater,Dominican Republic;Haiti;Puerto Rico;Cuba;Jamaica;Venezuela;Colombia;,Dominican Republic;Cuba;Jamaica;Puerto Rico;Haiti;Venezuela;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rattus norvegicus,"Vertebrate -
Mammal",,Brown rat;Norway rat;Rata de noruega (DR);,Terrestrial,"Jamaica;Bahamas Islands;Dominican Republic;Curacao;Dominica;Trinidad-
Tobago;Anguilla;Montserrat;British Virgin Islands (Anegada Island);Turks-
Caicos;Cayman Islands (Cayman Brac,Grand Cayman,Little Cayman);
Bermuda;US Virgin Islands;Martinique;Guadeloupe;","Jamaica;Bahamas Islands;Curacao;Do minica;Trinidad-Tobago;Dominican Republic;
Bermuda;British Virgin Islands (Anegada Island);Cayman Islands (Cayman Brac, Grand
Cayman,Little Cayman);Guadeloupe;Martinique;Montserrat;US Virgin Islands;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rattus norvegicus,"Vertebrate -
Mammal",,Brown rat;Norway rat;Rata de noruega (DR);,Terrestrial,"Jamaica;Bahamas Islands;Dominican Republic;Curacao;Dominica;Trinidad-
Tobago;Anguilla;Montserrat;British Virgin Islands (Anegada Island);Turks-
Caicos;Cayman Islands (Cayman Brac,Grand Cayman,Little Cayman);
Bermuda;US Virgin Islands;Martinique;Guadeloupe;","Jamaica;Bahamas Islands;Curacao;Do minica;Trinidad-Tobago;Dominican Republic;
Bermuda;British Virgin Islands (Anegada Island);Cayman Islands (Cayman Brac, Grand
Cayman,Little Cayman);Guadeloupe;Martinique;Montserrat;US Virgin Islands;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rattus rattus,"Vertebrate -
Mammal",,"Black rat, Roof rat (Jamaica);Ship rat (Bahamas
Islands);Rato de tejado (DR);",Terrestrial,"Jamaica;Bahamas Islands;Dominican Republic;Monito Island;Antigua-
Barbuda;Dominica;Trinidad-Tobago;Curacao;Barbados;Anguilla;Montserrat;
British Virgin Islands (Anegada Island,Tortola Island);Turks-Caicos;Cayman
Islands;Bermuda;US Virgin Islands;Martinique;Guadeloupe;St. Martin
(France);Fajou island;","Jamaica;Bahamas Islands;Dominican Republic;Monito Island;Antigua-Barbuda;
Dominica;Trinidad-Tobago;Curacao;Barbados;Cayman Islands;Bermuda;British Virgin
Islands (Anegada Island, Tortola Island);Guadeloupe;Martinique;Fajou
Island;Montserrat;St. Martin (France);Turks-Caicos;US Virgin Islands;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rattus rattus,"Vertebrate -
Mammal",,"Black rat, Roof rat (Jamaica);Ship rat (Bahamas
Islands);Rato de tejado (DR);",Terrestrial,"Jamaica;Bahamas Islands;Dominican Republic;Monito Island;Antigua-
Barbuda;Dominica;Trinidad-Tobago;Curacao;Barbados;Anguilla;Montserrat;
British Virgin Islands (Anegada Island,Tortola Island);Turks-Caicos;Cayman
Islands;Bermuda;US Virgin Islands;Martinique;Guadeloupe;St. Martin
(France);Fajou island;","Jamaica;Bahamas Islands;Dominican Republic;Monito Island;Antigua-Barbuda;
Dominica;Trinidad-Tobago;Curacao;Barbados;Cayman Islands;Bermuda;British Virgin
Islands (Anegada Island, Tortola Island);Guadeloupe;Martinique;Fajou
Island;Montserrat;St. Martin (France);Turks-Caicos;US Virgin Islands;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rattus sp.,"Vertebrate -
Mammal",,rat;,Terrestrial,Dominican Republic;Haiti;,"Dominican
Republic;Haiti;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rattus sp.,"Vertebrate -
Mammal",,rat;,Terrestrial,Dominican Republic;Haiti;,"Dominican
Republic;Haiti;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rhinecanthus verrucosus,Vertebrate - Fish,,Bursa triggerfish,Marine,Florida;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Rhinecanthus verrucosus,Vertebrate - Fish,,Bursa triggerfish,Marine,Florida;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Rhithropanopeus harrisii,"Invertebrate -
Crustacean",,,Marine,Panama;,,"ISSG, 2012. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Rhithropanopeus harrisii,"Invertebrate -
Crustacean",,,Marine,Panama;,,"ISSG, 2012. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Rhizoglyphus robini,Invertebrate - Mite,,,Terrestrial,Dominican Republic;,Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rhizoglyphus robini,Invertebrate - Mite,,,Terrestrial,Dominican Republic;,Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rhoeo discolor,Plant - Herb,Tradescanthia discolor,Canoe plant;,Terrestrial,Bermuda;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rhoeo discolor,Plant - Herb,Tradescanthia discolor,Canoe plant;,Terrestrial,Bermuda;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rhoeo spathacea,Plant - Herb,Tradescanthia spatacea,Oyster plant;Moses-in-the- boat;,Terrestrial,"Bahamas Islands;Bermuda;Cayman Islands (Cayman Brac, Grand Cayman, Little
Cayman);Turks-Caicos;","Bahamas Islands;Cayman Islands (Cayman Brac,Grand Cayman,Little Cayman)","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rhoeo spathacea,Plant - Herb,Tradescanthia spatacea,Oyster plant;Moses-in-the- boat;,Terrestrial,"Bahamas Islands;Bermuda;Cayman Islands (Cayman Brac, Grand Cayman, Little
Cayman);Turks-Caicos;","Bahamas Islands;Cayman Islands (Cayman Brac,Grand Cayman,Little Cayman)","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rhynchelytrum repens?,Plant - Grass,,Natal grass;Natal redtop;,Terrestrial,Dominican Republic,Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rhynchelytrum repens?,Plant - Grass,,Natal grass;Natal redtop;,Terrestrial,Dominican Republic,Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Ricinus communis,Plant - Shrub,,castor oil plant;Castor bean (ISC);,Terrestrial,"Curacao;Anguilla;Cayman Islands (Cayman Brac,Grand Cayman, Little
Cayman);Bermuda;Puerto Rico;Martinique;Guadeloupe;Bahamas Islands;
Cuba;Jamaica;St. Martin (Netherlands);Antigua-Barbuda;US Virgin Islands;",Bahamas Islands;Cuba;Jamaica;Puerto Rico;Antigua-Barbuda;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Ricinus communis,Plant - Shrub,,castor oil plant;Castor bean (ISC);,Terrestrial,"Curacao;Anguilla;Cayman Islands (Cayman Brac,Grand Cayman, Little
Cayman);Bermuda;Puerto Rico;Martinique;Guadeloupe;Bahamas Islands;
Cuba;Jamaica;St. Martin (Netherlands);Antigua-Barbuda;US Virgin Islands;",Bahamas Islands;Cuba;Jamaica;Puerto Rico;Antigua-Barbuda;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Rosa bracteata,Plant - Shrub,,,,Bermuda;,,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Rosa bracteata,Plant - Shrub,,,,Bermuda;,,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Rottboelia exaltata,Plant - Grass,,Cebada fria (Dom Rep);itchgrass;,Terrestrial,Dominican Republic;,Dominican Republic;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
